iter	Passed	Remaining
261	3684	3346
262	3698	3332
263	3712	3319
264	3727	3305
265	3741	3291
266	3755	3277
267	3769	3263
268	3783	3249
269	3797	3235
270	3812	3221
271	3826	3207
272	3840	3193
273	3854	3179
274	3868	3165
275	3882	3151
276	3896	3137
277	3910	3123
278	3925	3109
279	3939	3095
280	3953	3081
281	3967	3067
282	3982	3053
283	3996	3039
284	4010	3025
285	4024	3011
286	4038	2997
287	4052	2983
288	4066	2969
289	4081	2955
290	4095	2941
291	4109	2927
292	4123	2913
293	4137	2899
294	4151	2885
295	4165	2871
296	4180	2857
297	4194	2842
298	4208	2828
299	4222	2814
300	4236	2801
301	4251	2787
302	4265	2772
303	4279	2758
304	4293	2744
305	4307	2730
306	4321	2716
307	4335	2702
308	4349	2688
309	4364	2674
310	4378	2660
311	4392	2646
312	4406	2632
313	4420	2618
314	4434	2604
315	4449	2590
316	4463	2576
317	4477	2562
318	4491	2548
319	4505	2534
320	4519	2520
321	4533	2506
322	4547	2492
323	4561	2478
324	4575	2463
325	4589	2449
326	4604	2435
327	4618	2421
328	4632	2407
329	4646	2393
330	4660	2379
331	4674	2365
332	4688	2351
333	4703	2337
334	4717	2323
335	4731	2309
336	4745	2295
337	4760	2281
338	4774	2267
339	4788	2253
340	4802	2239
341	4816	2225
342	4831	2211
343	4845	2197
344	4859	2183
345	4873	2168
346	4887	2154
347	4901	2140
348	4915	2126
349	4929	2112
350	4944	2098
351	4957	2084
352	4972	2070
353	4986	2056
354	5000	2042
355	5014	2028
356	5028	2014
357	5042	2000
358	5056	1986
359	5070	1971
360	5085	1957
361	5099	1943
362	5113	1929
363	5127	1915
364	5142	1901
365	5156	1887
366	5170	1873
367	5184	1859
368	5199	1845
369	5213	1831
370	5228	1817
371	5242	1803
372	5256	1789
373	5270	1775
374	5284	1761
375	5298	1747
376	5313	1733
377	5327	1719
378	5341	1705
379	5355	1691
380	5369	1677
381	5384	1663
382	5398	1649
383	5412	1635
384	5426	1621
385	5441	1606
386	5455	1592
387	5469	1578
388	5483	1564
389	5497	1550
390	5512	1536
391	5526	1522
392	5540	1508
393	5554	1494
394	5569	1480
395	5583	1466
396	5597	1452
397	5612	1438
398	5626	1424
399	5640	1410
400	5654	1395
401	5668	1381
402	5682	1367
403	5696	1353
404	5711	1339
405	5725	1325
406	5739	1311
