iter	Logloss
0	0.4097526083
1	0.2507109887
2	0.1681005825
3	0.1121509793
4	0.07999291279
5	0.06142566788
6	0.04996345685
7	0.0431759501
8	0.03749247134
9	0.03196985001
10	0.02959204347
11	0.02760491629
12	0.02488066473
13	0.0242564789
14	0.02301804011
15	0.02200176792
16	0.02118316787
17	0.02075840246
18	0.0197232985
19	0.01864679732
20	0.0181131943
21	0.01779799819
22	0.01751802471
23	0.01740638468
24	0.01724289257
25	0.01654405351
26	0.01638633399
27	0.01621115498
28	0.01597916109
29	0.01582531985
30	0.01538471162
31	0.01521935412
32	0.01512184623
33	0.01469782842
34	0.01456288113
35	0.01445464941
36	0.0143235616
37	0.01426227845
38	0.01420111821
39	0.01409795631
40	0.01407868928
41	0.01394276591
42	0.01374701699
43	0.01366658539
44	0.0134675959
45	0.01340622454
46	0.01313515721
47	0.01307078532
48	0.0128917049
49	0.01255677035
50	0.01250891078
51	0.01240446625
52	0.01233972706
53	0.01224663538
54	0.01201557273
55	0.01197543936
56	0.01181155681
57	0.01174858396
58	0.01170580867
59	0.01163782963
60	0.01159294168
61	0.01136623739
62	0.01115350619
63	0.01108675846
64	0.01100861449
65	0.01096080191
66	0.0109353386
67	0.01090404053
68	0.01085194045
69	0.01078434678
70	0.01074543603
71	0.01063889618
72	0.0105152063
73	0.01048834973
74	0.0103391792
75	0.01014700345
76	0.01012879853
77	0.01009947936
78	0.01004093862
79	0.009968458785
80	0.009956954095
81	0.009945746566
82	0.009864063413
83	0.009843210801
84	0.009815010139
85	0.009788653901
86	0.009674999538
87	0.009619746371
88	0.009532153977
89	0.00951142934
90	0.009473389103
91	0.009386065672
92	0.009325786072
93	0.00928253937
94	0.009190631271
95	0.009179398437
96	0.00914531601
97	0.009082103841
98	0.009046661414
99	0.009012371481
100	0.00899045603
101	0.00898386932
102	0.008904534534
103	0.008815927021
104	0.008771463477
105	0.008755191195
106	0.008650292601
107	0.008564962536
108	0.008555365172
109	0.008528017674
110	0.008487738968
111	0.008402541938
112	0.00838201107
113	0.008370585913
114	0.008331441625
115	0.008306496721
116	0.008295908097
117	0.008244578758
118	0.00822996436
119	0.008178962548
120	0.008175288162
121	0.008118848519
122	0.008082234077
123	0.008021386906
124	0.00800037523
125	0.007989908073
126	0.007983641661
127	0.007945496587
128	0.007937494204
129	0.007877983174
130	0.00786988463
131	0.00784688971
132	0.007802267102
133	0.007770478817
134	0.007760284961
135	0.007752302824
136	0.007745481856
137	0.007723487595
138	0.007682020968
139	0.007644153533
140	0.007621395041
141	0.007596789957
142	0.007581472061
143	0.007551933813
144	0.007540061829
145	0.007528088622
146	0.007481167534
147	0.00747637319
148	0.007467026714
149	0.007430855483
150	0.007390690292
151	0.007367342539
152	0.007351336328
153	0.00734515957
154	0.007334406821
155	0.007326925013
156	0.007319892923
157	0.007283916184
158	0.007262477926
159	0.007229993373
160	0.007212269268
161	0.007192608915
162	0.007167868626
163	0.007144691506
164	0.007129907199
165	0.007109529611
166	0.007096523932
167	0.007048979601
168	0.007042874422
169	0.007035564693
170	0.007028897005
171	0.007015411241
172	0.006997523733
173	0.006989243711
174	0.006978644242
175	0.006952577934
176	0.006940820188
177	0.006916950414
178	0.006913142992
179	0.006907413061
180	0.006897135336
181	0.006889094633
182	0.006859147156
183	0.006847821052
184	0.006840817883
185	0.006826026346
186	0.006794998677
187	0.006792452202
188	0.006760334942
189	0.00671551278
190	0.006706954396
191	0.006700307676
192	0.00669580254
193	0.006687287536
194	0.006679713182
195	0.006662675945
196	0.006648481622
197	0.006614984118
198	0.006602143287
199	0.006598844871
200	0.006568870642
201	0.006561424985
202	0.006542555617
203	0.006528651947
204	0.006521212797
205	0.006514572584
206	0.006509604716
207	0.006496737133
208	0.00646780333
209	0.006452865742
210	0.006441401542
211	0.006436476331
212	0.006418354565
213	0.006383554179
214	0.006373904758
215	0.006358432859
216	0.006352373231
217	0.006345735187
218	0.00633789693
219	0.006323361341
220	0.006294985709
221	0.006284564826
222	0.006260774585
223	0.006247473191
224	0.006237336454
225	0.006231546512
226	0.006228018899
227	0.006210709807
228	0.006195716547
229	0.006186496599
230	0.006169182446
231	0.006165672185
232	0.006160506932
233	0.006152534916
234	0.006144829695
235	0.00613322089
236	0.006128608748
237	0.006119025844
238	0.006108318645
239	0.006099194136
240	0.006093697017
241	0.00608880362
242	0.00608538952
243	0.006080542396
244	0.00607410246
245	0.006044582287
246	0.006036055715
247	0.00603263294
248	0.006017004507
249	0.006011320126
