iter	Passed	Remaining
406	6166	1408
407	6181	1393
408	6197	1378
409	6212	1363
410	6228	1348
411	6243	1333
412	6259	1318
413	6274	1303
414	6289	1288
415	6305	1273
416	6320	1258
417	6336	1243
418	6351	1227
419	6366	1212
420	6382	1197
421	6397	1182
422	6412	1167
423	6427	1152
424	6442	1136
425	6458	1121
426	6473	1106
427	6488	1091
428	6504	1076
429	6519	1061
430	6534	1046
431	6549	1031
432	6565	1015
433	6580	1000
434	6596	985
435	6611	970
436	6627	955
437	6642	940
438	6656	924
439	6671	909
440	6686	894
441	6700	879
442	6715	864
443	6730	848
444	6746	833
445	6760	818
446	6775	803
447	6790	788
448	6804	772
449	6819	757
450	6833	742
451	6848	727
452	6863	712
453	6878	696
454	6892	681
455	6907	666
456	6922	651
457	6936	636
458	6951	620
459	6966	605
460	6981	590
461	6996	575
462	7010	560
463	7025	545
464	7040	529
465	7054	514
466	7069	499
467	7083	484
468	7098	469
469	7113	454
470	7128	438
471	7142	423
472	7157	408
473	7172	393
474	7187	378
475	7201	363
476	7216	347
477	7231	332
478	7245	317
479	7260	302
480	7274	287
481	7289	272
482	7304	257
483	7319	241
484	7333	226
485	7348	211
486	7363	196
487	7377	181
488	7392	166
489	7406	151
490	7421	136
491	7436	120
492	7450	105
493	7465	90
494	7480	75
495	7494	60
496	7509	45
497	7524	30
498	7539	15
499	7554	0
